,Accuracy,AccuracySD,C,model_name,nfolds,pca,subject_data_file,threshold
206,0.523095238095,0.0609547060568,0.01,"('googlenet', 'inception_4a_output')",50,True,HumanPredictions_20151118.txt,0.5
207,0.562380952381,0.0566726687498,0.01,"('googlenet', 'inception_4b_output')",50,True,HumanPredictions_20151118.txt,0.5
208,0.552857142857,0.073815667947,0.01,"('googlenet', 'inception_4c_output')",50,True,HumanPredictions_20151118.txt,0.5
209,0.524047619048,0.0516447177429,0.01,"('googlenet', 'inception_4d_output')",50,True,HumanPredictions_20151118.txt,0.5
210,0.474285714286,0.0545212101689,0.01,"('googlenet', 'inception_4e_output')",50,True,HumanPredictions_20151118.txt,0.5
211,0.513571428571,0.0629495172607,0.01,"('googlenet', 'pool4_3x3_s2')",50,True,HumanPredictions_20151118.txt,0.5
212,0.504523809524,0.0675490079922,0.01,"('googlenet', 'inception_5a_output')",50,True,HumanPredictions_20151118.txt,0.5
213,0.563333333333,0.0725092847288,0.01,"('googlenet', 'inception_5b_output')",50,True,HumanPredictions_20151118.txt,0.5
214,0.581904761905,0.0610583156813,0.01,"('googlenet', 'pool5_7x7_s1')",50,True,HumanPredictions_20151118.txt,0.5
215,0.584285714286,0.0526960221298,0.01,"('googlenet', 'loss3_classifier')",50,True,HumanPredictions_20151118.txt,0.5
216,0.484047619048,0.0705344836139,0.01,"('googlenet', 'prob')",50,True,HumanPredictions_20151118.txt,0.5
217,0.555026486752,0.106710558902,0.01,"('pb', '')",50,True,HumanPredictions_20151118.txt,0.8
218,0.469872129316,0.121686646935,0.01,"('alexnet', 'conv1')",50,True,HumanPredictions_20151118.txt,0.8
219,0.4338063531,0.106010122157,0.01,"('alexnet', 'pool1')",50,True,HumanPredictions_20151118.txt,0.8
220,0.560826870611,0.0999158994241,0.01,"('alexnet', 'norm1')",50,True,HumanPredictions_20151118.txt,0.8
221,0.59133890661,0.0943683761646,0.01,"('alexnet', 'conv2')",50,True,HumanPredictions_20151118.txt,0.8
222,0.576110054598,0.0925155718705,0.01,"('alexnet', 'pool2')",50,True,HumanPredictions_20151118.txt,0.8
223,0.517671424041,0.0868099360602,0.01,"('alexnet', 'norm2')",50,True,HumanPredictions_20151118.txt,0.8
224,0.496521378695,0.0964432631063,0.01,"('alexnet', 'conv3')",50,True,HumanPredictions_20151118.txt,0.8
225,0.447037957288,0.0951089484127,0.01,"('alexnet', 'conv4')",50,True,HumanPredictions_20151118.txt,0.8
226,0.548234723664,0.13513710211,0.01,"('alexnet', 'conv5')",50,True,HumanPredictions_20151118.txt,0.8
227,0.490656741611,0.101454066598,0.01,"('alexnet', 'pool5')",50,True,HumanPredictions_20151118.txt,0.8
228,0.589679873225,0.0922133441922,0.01,"('alexnet', 'fc6')",50,True,HumanPredictions_20151118.txt,0.8
229,0.53020692015,0.0856621979215,0.01,"('alexnet', 'fc7')",50,True,HumanPredictions_20151118.txt,0.8
230,0.552622293666,0.115104102097,0.01,"('alexnet', 'fc8')",50,True,HumanPredictions_20151118.txt,0.8
231,0.509789062597,0.130151229251,0.01,"('alexnet', 'prob')",50,True,HumanPredictions_20151118.txt,0.8
232,0.471690936378,0.0889434585652,0.01,"('googlenet', 'pool1_norm1')",50,True,HumanPredictions_20151118.txt,0.8
